journal_id,journal_name,issn,e_issn,publisher,subject_area,citescore,sjr,snip,status
1916f138-9cde-4149-b871-ccf17c8f8a98,JOURNAL OF MEDICAL BIOCHEMISTRY,1452-8258,1452-8266,Society of Medical Biochemists of Serbia,Biochemistry (medical),1.8,0.424,0.711,active
6e419a19-2361-40b4-ac50-6437f8457d2a,INTERNATIONAL JOURNAL ON ARTIFICIAL INTELLIGENCE TOOLS,0218-2130,1793-6349,World Scientific,Artificial Intelligence,3.9,0.321,0.487,active
250467d4-374e-45b5-9947-a8b0c0ecd580,ADVANCES IN MATHEMATICS,0001-8708,1090-2082,Elsevier,General Mathematics,3.0,2.27,2.009,active
ee0f7980-1c3a-4a0e-9be4-1d7064e40225,BRAZILIAN JOURNAL OF PHYSICAL THERAPY,1413-3555,1809-9246,Revista Brasileira de Fisioterapia,Rehabilitation,4.6,0.996,1.362,active
194ed91e-56c3-4c42-80d5-01d54e076acb,APPLIED ORGANOMETALLIC CHEMISTRY,0268-2605,1099-0739,John Wiley & Sons,Inorganic Chemistry,6.6,0.508,0.785,active
86a2453e-2753-4840-ac09-7a757b027b6e,COLLOIDS AND SURFACES B-BIOINTERFACES,0927-7765,1873-4367,Elsevier,Physical and Theoretical Chemistry,10.9,0.952,0.95,active
2a26f684-dbbe-4a7c-8fec-d0c9efe77584,HABITAT INTERNATIONAL,0197-3975,1873-5428,Elsevier,Urban Studies,11.8,1.892,2.206,active
fe505b28-cc4a-4f70-a5e8-e17e1e0a7e9c,INSECT BIOCHEMISTRY AND MOLECULAR BIOLOGY,0965-1748,1879-0240,Elsevier,Insect Science,6.4,0.955,1.397,active
eebab594-4f59-4085-bd18-8bf953887fdb,JOURNAL OF ANALYTICAL AND APPLIED PYROLYSIS,0165-2370,1873-250X,Elsevier,Analytical Chemistry,11.0,1.196,1.243,active
afd49a01-9cb3-4bcd-bef0-92e06e0e6557,WILEY INTERDISCIPLINARY REVIEWS-CLIMATE CHANGE,1757-7780,1757-7799,John Wiley & Sons,"Geography, Planning and Development",20.4,3.382,3.752,active
bf8f7a39-3d0f-4aaa-8005-7e9ff903bb16,TECHNOVATION,0166-4972,1879-2383,Elsevier,General Engineering,23.4,3.491,3.133,active
8ea340cb-b38a-449c-9e6f-047e6775e4f7,AIDS PATIENT CARE AND STDS,1087-2914,1557-7449,Mary Ann Liebert,"Public Health, Environmental and Occupational Health",6.2,1.51,1.253,active
d6584a50-eec5-49fa-a9e8-36dd7b49bb85,INTERNATIONAL RELATIONS OF THE ASIA-PACIFIC,1470-482X,1470-4838,Oxford University Press,Political Science and International Relations,5.1,1.045,2.027,active
e66105a0-4875-43f1-bc9c-ad8f5e042e3f,INTERNATIONAL JOURNAL OF EDUCATIONAL RESEARCH,0883-0355,1873-538X,Elsevier,Education,4.6,1.017,1.64,active
91e490b2-a65c-4870-9633-61f0992c7568,JOURNAL OF DERMATOLOGY,0385-2407,1346-8138,John Wiley & Sons,Dermatology,4.2,0.84,1.135,active
d538208c-bbb2-40d1-9894-2e779fffa7de,JOURNAL OF CREATIVE BEHAVIOR,0022-0175,2162-6057,John Wiley & Sons,Visual Arts and Performing Arts,4.9,0.882,1.489,active
75e1a387-ee1e-4db6-9ef1-b63608da790e,MACHINE VISION AND APPLICATIONS,0932-8092,1432-1769,Springer Nature,Computer Vision and Pattern Recognition,4.9,0.496,0.789,active
aba5e0f7-3004-4110-8351-9ddfbe340587,QUANTITATIVE ECONOMICS,1759-7323,1759-7331,John Wiley & Sons,Economics and Econometrics,5.2,4.595,2.042,active
d7083d7b-b0d7-4be7-b8c7-e0c9d2261083,RESEARCH IN SOCIAL & ADMINISTRATIVE PHARMACY,1551-7411,1934-8150,Elsevier,Pharmacy,7.0,0.993,1.404,active
30cb7cb5-30dd-4633-93f1-59d28ecbd2fb,CHILDREN & SOCIETY,0951-0605,1099-0860,John Wiley & Sons,Education,3.7,0.598,1.039,active
32e3f13b-31ca-4695-8c25-1a45ddc8ed96,CHEMMEDCHEM,1860-7179,1860-7187,John Wiley & Sons,"General Pharmacology, Toxicology and Pharmaceutics",5.7,0.67,0.819,active
608ed5c4-93e7-4286-8629-6bcac2f86b60,AFRICAN JOURNAL OF EMERGENCY MEDICINE,2211-419X,2211-4203,African Federation for Emergency Medicine,Critical Care Nursing,2.5,0.434,0.717,active
3b095e32-6132-4654-ab14-68e20987c6aa,ANNALS OF MATHEMATICS AND ARTIFICIAL INTELLIGENCE,1012-2443,1573-7470,Springer Nature,Applied Mathematics,3.4,0.323,0.848,active
ba0f1dca-b804-4d01-8624-f1b22c326d4d,CANADIAN RESPIRATORY JOURNAL,1198-2241,1916-7245,John Wiley & Sons,Pulmonary and Respiratory Medicine,4.7,0.681,0.924,active
c36ecf8d-34e9-4083-b4f4-105c3561eea5,JOURNAL OF ENVIRONMENTAL ENGINEERING AND LANDSCAPE MANAGEMENT,1648-6897,1822-4199,Vilnius Gediminas Technical University,Nature and Landscape Conservation,2.5,0.305,0.432,active
cc210caa-259b-43cf-b9b5-c2ae717c15cb,JOURNAL OF HISTORICAL GEOGRAPHY,0305-7488,1095-8614,Academic Press,History,1.4,0.387,0.0,active
0c42b850-a86a-4357-b9bd-a60a0586c027,MATHEMATICAL INTELLIGENCER,0343-6993,1866-7414,Springer New York,History and Philosophy of Science,0.7,0.233,0.941,active
a4437eed-9cc5-4019-a695-17a40b5f324b,NORDIC JOURNAL OF LINGUISTICS,0332-5865,1502-4717,Cambridge University Press,Language and Linguistics,1.6,0.309,1.001,active
992c509a-0f31-4555-b384-8237b3642346,AMPHIBIA-REPTILIA,0173-5373,1568-5381,Brill,Animal Science and Zoology,2.1,0.408,0.659,active
b10ff75d-5afa-4831-a694-54d9aeeae2e0,BRITISH JOURNAL OF OPHTHALMOLOGY,0007-1161,1468-2079,BMJ Publishing Group,Ophthalmology,10.9,1.8,2.015,active
e1209dff-3fbb-4043-bdcd-f5946455f084,ADVANCED OPTICAL MATERIALS,2195-1071,2195-1071,John Wiley & Sons,"Atomic and Molecular Physics, and Optics",12.1,1.713,1.284,active
2e13130f-5123-4f63-9ab7-489189eb5e43,ANNUAL REVIEW OF ANALYTICAL CHEMISTRY,1936-1327,1936-1335,Annual Reviews Inc.,Analytical Chemistry,12.1,1.689,1.639,active
fdecddc5-69f5-4c0a-b489-6b267948f5b7,ANNALS OF NUTRITION AND METABOLISM,0250-6807,1421-9697,Karger,Medicine (miscellaneous),4.0,0.527,0.821,active
5d855e37-4c8b-42a1-875f-c8aba0f3a1b4,EUROPEAN JOURNAL OF INTERNATIONAL RELATIONS,1354-0661,1460-3713,SAGE,Political Science and International Relations,6.1,1.776,2.579,active
a865aa3e-f62a-42cd-b832-3ab36cf74565,INTERNATIONAL JOURNAL OF THERMAL SCIENCES,1290-0729,1778-4166,Elsevier,General Engineering,10.0,0.903,1.54,active
292b472a-e219-43af-810b-2d5d8145bd80,JOURNAL DE MATHEMATIQUES PURES ET APPLIQUEES,0021-7824,1776-3371,Elsevier,General Mathematics,4.7,2.725,2.351,active
78f849e7-528e-414f-af82-794dc373fb3d,RISK ANALYSIS,0272-4332,1539-6924,John Wiley & Sons,"Safety, Risk, Reliability and Quality",6.9,0.857,1.337,active
ec430f7c-6dcf-437f-9638-acfe4c03496e,INTERNATIONAL JOURNAL OF OBSTETRIC ANESTHESIA,0959-289X,1532-3374,Elsevier,Anesthesiology and Pain Medicine,3.1,0.536,0.894,active
9f5cd800-c2dd-4b7b-b6aa-8e2f4b913ee6,JOURNAL OF PUBLIC HEALTH POLICY,0197-5897,1745-655X,Springer Nature,"Public Health, Environmental and Occupational Health",2.7,0.529,0.674,active
a0929565-61a5-4821-a91a-8272ec591a40,LINEAR ALGEBRA AND ITS APPLICATIONS,0024-3795,1873-1856,Elsevier,Algebra and Number Theory,2.0,0.869,1.243,active
b789e738-3d67-42a6-b0d4-33ecd9221cd7,JOURNAL OF RAMAN SPECTROSCOPY,0377-0486,1097-4555,John Wiley & Sons,Spectroscopy,4.9,0.439,0.894,active
5b5f16b3-6d54-4b33-bccd-faeae33dd6c0,PREHOSPITAL EMERGENCY CARE,1090-3127,1545-0066,Taylor & Francis,Emergency Nursing,4.4,1.005,1.299,active
c0e3bd30-ef6d-4860-9839-15d1a1c9b328,PRECAMBRIAN RESEARCH,0301-9268,1872-7433,Elsevier,Geology,6.3,1.265,1.128,active
8a6995f9-0c8c-4eda-91b5-8c95f644d924,VIOLENCE AGAINST WOMEN,1077-8012,1552-8448,SAGE,Law,4.6,0.862,1.377,active
8b66a398-6eab-42f4-bdd7-3adc3a6154e8,ADVANCES IN MATHEMATICS OF COMMUNICATIONS,1930-5346,1930-5338,American Institute of Mathematical Sciences,Algebra and Number Theory,2.0,0.576,0.969,active
945a6d5e-e664-427e-a31f-6b55404c1c51,THERAPEUTIC ADVANCES IN GASTROENTEROLOGY,1756-283X,1756-2848,SAGE,Gastroenterology,5.4,1.123,1.145,active
1b322226-8753-4ac0-8682-04547292e9a6,ANAEROBE,1075-9964,1095-8274,Elsevier,Infectious Diseases,5.6,0.858,0.984,active
52d0c0e8-4045-49b1-a318-f991a85a6156,EARLY INTERVENTION IN PSYCHIATRY,1751-7885,1751-7893,John Wiley & Sons,Psychiatric Mental Health,4.6,1.045,1.052,active
7e78bd25-f495-404f-a88c-ae81e14bbff5,CYTOSKELETON,1949-3584,1949-3592,John Wiley & Sons,Structural Biology,2.2,0.677,0.574,active
0cc59a8a-285a-478a-9fac-d5e5d5f675e0,NEUES JAHRBUCH FUR MINERALOGIE-ABHANDLUNGEN,0077-7757,0077-7757,Schweizerbart Science Publishers,Geochemistry and Petrology,2.0,0.451,0.438,active
149b2ec0-9faa-49b6-ad97-711c442e24fa,PROBABILITY AND MATHEMATICAL STATISTICS-POLAND,0208-4147,,Wydawnictwo Uniwersytetu Wroclawskiego Sp. z o.o.,Statistics and Probability,0.5,0.169,0.104,active
65675d44-4263-4d9d-93c2-ad5e2a74a851,PHYSIOLOGY INTERNATIONAL,2498-602X,2498-602X,Akademiai Kiado,"Physical Therapy, Sports Therapy and Rehabilitation",4.7,0.572,0.582,active
790f6515-9117-428f-9c3e-45ce7444adf7,REVIEW OF RELIGIOUS RESEARCH,0034-673X,2211-4866,SAGE,Religious Studies,2.9,0.548,1.052,active
b541c1ff-dcf0-4d9c-ab92-d14f26b98028,BIOCONJUGATE CHEMISTRY,1043-1802,1520-4812,American Chemical Society,Organic Chemistry,7.0,0.947,0.765,active
3da6bcc8-a0bb-4eae-a0c9-a8e097c0135c,APPLIED ANIMAL BEHAVIOUR SCIENCE,0168-1591,1872-9045,Elsevier,Animal Science and Zoology,4.0,0.608,1.047,active
69d8f7f0-4148-4625-82de-07d624a4f45d,AMERICAN ANTHROPOLOGIST,0002-7294,1548-1433,John Wiley & Sons,Anthropology,3.9,0.836,1.716,active
b4a26231-3348-4b3e-b822-34c1fa074b2f,AMERICAN JOURNAL OF OCCUPATIONAL THERAPY,0272-9490,1943-7676,SAGE,Occupational Therapy,2.6,0.585,0.948,active
4a56dc4a-0230-4f4a-a11e-4d611a4d1f59,APPLIED MATHEMATICS AND OPTIMIZATION,0095-4616,1432-0606,Springer Nature,Control and Optimization,2.7,0.906,1.205,active
3a65f118-8c1b-431c-b352-8f38a5403416,APPLIED LINGUISTICS,0142-6001,1477-450X,Oxford University Press,Language and Linguistics,10.3,2.207,3.01,active
8ab206f7-8bb3-4363-b253-9fe1941f2d2d,EUROPEAN JOURNAL OF CANCER,0959-8049,1879-0852,Elsevier Ltd,Oncology,10.9,2.692,2.164,active
50d3d0c5-b006-41a0-a809-89578eafcff8,CIRCULATION RESEARCH,0009-7330,1524-4571,Wolters Kluwer Health,Cardiology and Cardiovascular Medicine,24.8,5.371,3.726,active
c39e0259-cad4-4662-a542-347c2563ae68,COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,0045-7825,1879-2138,Elsevier,Computational Mechanics,13.7,2.323,2.245,active
2dc884dc-6001-4f07-8c09-9ae37cd8ce71,JOURNAL OF ENERGY CHEMISTRY,2095-4956,2095-4956,Elsevier,Energy Engineering and Power Technology,26.1,3.151,1.866,active
19821427-0f9a-408c-8790-ee35013aba9a,JOURNAL OF ENGINEERING EDUCATION,1069-4730,2168-9830,John Wiley & Sons,Education,12.4,2.278,4.55,active
34f363cd-7a37-4542-8e76-4636c040798e,JOURNAL OF ENVIRONMENTAL QUALITY,0047-2425,1537-2537,American Society of Agronomy,"Management, Monitoring, Policy and Law",4.5,0.74,0.831,active
5975bfa8-9d7f-4c1e-9617-c087eff861e8,JOURNAL OF MASS SPECTROMETRY,1076-5174,1096-9888,John Wiley & Sons,Spectroscopy,3.0,0.389,0.576,active
6b1e2bde-b2b0-4e2b-8541-f26bdb8a31e2,JOURNAL OF NURSING MANAGEMENT,0966-0429,1365-2834,John Wiley & Sons,Leadership and Management,8.4,1.376,1.699,active
dfb7e6a1-51b8-4126-b3e1-785fb0e67cf5,PROGRESS IN NEURO-PSYCHOPHARMACOLOGY & BIOLOGICAL PSYCHIATRY,0278-5846,1878-4216,Elsevier,Pharmacology,6.5,1.502,1.197,active
d8871735-0bad-455b-b88b-6f13be1fb240,SOLAR ENERGY,0038-092X,1471-1257,Elsevier,General Materials Science,13.0,1.336,1.525,active
55610f2b-3bad-4cb8-9e0a-c167660d85d0,BIOLOGY OF THE CELL,0248-4900,1768-322X,John Wiley & Sons,Cell Biology,3.8,0.931,0.634,active
68637a24-f272-4e96-9da6-50be3ce4f6b2,EUROPEAN JOURNAL OF LIPID SCIENCE AND TECHNOLOGY,1438-7697,1438-9312,John Wiley & Sons,Industrial and Manufacturing Engineering,4.1,0.501,0.641,active
6a055ff5-5684-44aa-95e8-a0efe28a5f66,GENOME,0831-2796,1480-3321,Canadian Science Publishing,Biotechnology,3.0,0.442,0.573,active
6b54deea-6fb4-47a6-b25a-7968e2640f88,GENDER PLACE AND CULTURE,0966-369X,1360-0524,Taylor & Francis,Cultural Studies,4.0,0.76,1.423,active
60bb54c3-ac05-4a8d-954b-4386d159c547,JOURNAL OF FORENSIC SCIENCES,0022-1198,1556-4029,John Wiley & Sons,Pathology and Forensic Medicine,3.7,0.541,1.16,active
928e32c9-aad3-4810-a1a1-0ecce65a27e1,JOURNAL OF MANAGEMENT & ORGANIZATION,1833-3672,1839-3527,Cambridge University Press,Organizational Behavior and Human Resource Management,5.9,0.873,1.272,active
9ec7a391-1942-4b83-9d13-a0d2e6af8654,JOURNAL OF SPORT & EXERCISE PSYCHOLOGY,0895-2779,1543-2904,Human Kinetics Publishers Inc.,Applied Psychology,4.0,0.86,1.121,active
d848004b-3a7b-4c9e-b003-0c61fb495060,CLINICAL NURSE SPECIALIST,0887-6274,1538-9782,Lippincott Williams and Wilkins,Advanced and Specialized Nursing,1.0,0.261,0.358,active
c26ad29c-bc1f-4a3f-b0fb-42e59c557ef9,WEATHER,0043-1656,1477-8696,John Wiley & Sons,Atmospheric Science,3.5,0.586,0.691,active
0744c7b8-88a1-4a66-9624-36b2952b6ad8,AMERICAN JOURNAL OF MATHEMATICS,0002-9327,1080-6377,Johns Hopkins University Press,General Mathematics,3.5,2.836,2.087,active
ba2aa9ce-9b21-4588-955a-2178c538f802,APIDOLOGIE,0044-8435,1297-9678,Springer Nature,Insect Science,3.3,0.573,0.934,active
161b4c9a-051a-40ef-8e0a-39a57074e163,ANAESTHESIA,0003-2409,1365-2044,John Wiley & Sons,Anesthesiology and Pain Medicine,14.7,2.262,3.157,active
71c25e49-404d-4d7f-a8eb-1e6e1cc58562,ALLERGY,0105-4538,1398-9995,John Wiley & Sons,Immunology and Allergy,23.4,3.851,3.563,active
d4a0f271-e3bf-48ff-8d02-7f9d6ee609fe,ACS SUSTAINABLE CHEMISTRY & ENGINEERING,2168-0485,2168-0485,American Chemical Society,General Chemical Engineering,12.0,1.41,1.174,active
d4ce3604-fa70-4f0c-811e-a13ca9b67c60,ADVANCED HEALTHCARE MATERIALS,2192-2640,2192-2659,John Wiley & Sons,Pharmaceutical Science,15.9,2.192,1.357,active
6d6260fd-caeb-402f-8ac3-ae0424fcfea8,COMMUNICATIONS CHEMISTRY,2399-3669,2399-3669,Springer Nature,Biochemistry,8.3,1.642,1.381,active
b3339f32-2e96-446a-a82a-4836d8b455b8,DIGITAL JOURNALISM,2167-0811,2167-082X,Taylor & Francis,Communication,15.3,3.807,3.3,active
be1ae509-7895-4f55-b6bb-2117e8af7c65,CRITICAL REVIEWS IN BIOTECHNOLOGY,0738-8551,1549-7801,Taylor & Francis,Biotechnology,20.6,1.779,2.097,active
2b3288f4-d713-4ba9-ac4d-60e6f939de7c,FEMINIST REVIEW,0141-7789,1466-4380,Palgrave Macmillan Ltd.,Arts and Humanities (miscellaneous),1.7,0.408,1.356,active
26b3ea32-7bbe-4211-a6c9-9a40b3f4b547,FOOD AND CHEMICAL TOXICOLOGY,0278-6915,1873-6351,Elsevier,Toxicology,9.9,0.75,1.094,active
d71e5d6b-eed2-4619-afca-93f499b1b2c2,MATERIALS SCIENCE & ENGINEERING R-REPORTS,0927-796X,1879-212X,Elsevier,Mechanical Engineering,21.3,4.184,3.343,active
7b1ee1b0-940f-46e9-8a14-4e086d289a18,WASTE MANAGEMENT,0956-053X,1879-2456,Elsevier,Waste Management and Disposal,14.0,1.591,1.649,active
f3c0600a-c48a-4fb8-9a50-6d132443c0e2,SOCIAL SCIENCE & MEDICINE,0277-9536,1873-5347,Elsevier,History and Philosophy of Science,8.2,1.851,2.09,active
8ea8b232-b8ee-44ec-ad22-1cd17c2532ec,INTERNATIONAL ORTHOPAEDICS,0341-2695,1432-5195,Springer Nature,Surgery,5.2,0.987,1.333,active
afeda701-2ad7-4763-805d-483d3e79b741,INTERNATIONAL JOURNAL OF ORAL AND MAXILLOFACIAL SURGERY,0901-5027,1399-0020,Elsevier,Oral Surgery,5.3,0.79,1.531,active
ba872e72-089c-462b-b9da-f6e98169247f,HEPATOLOGY RESEARCH,1386-6346,1872-034X,John Wiley & Sons,Infectious Diseases,6.5,1.117,1.24,active
5fecb50f-8a31-4f46-8cfd-c0f3aebc8053,JOURNAL OF THE AMERICAN HEART ASSOCIATION,,2047-9980,American Heart Association Inc.,Cardiology and Cardiovascular Medicine,8.1,2.03,1.887,active
68fa689a-0394-49b5-9e5f-ab530752591f,MATHEMATISCHE NACHRICHTEN,0025-584X,1522-2616,Wiley-VCH Verlag,General Mathematics,1.7,0.757,1.068,active
e2288276-dac4-4ca3-bbc8-155d29e6b9ca,SAFETY AND HEALTH AT WORK,2093-7911,2093-7997,Elsevier,"Public Health, Environmental and Occupational Health",5.4,0.912,1.405,active
96d19e42-0a57-4827-a0b9-c399044d7d76,ARCHIVES OF CARDIOVASCULAR DISEASES,1875-2136,1875-2128,Elsevier,Cardiology and Cardiovascular Medicine,3.6,0.768,0.957,active
0d0da07a-1b55-4a9e-8ec3-fdcf86e11088,GENDER AND HISTORY,0953-5233,1468-0424,Wiley-Blackwell Publishing Ltd,History,1.0,0.166,1.591,active
1cbda80a-90d8-468b-9d30-53be59a661bc,GENESIS,1526-954X,1526-968X,John Wiley & Sons,Genetics,4.7,0.87,0.966,active
3513e0ec-10e4-4131-8e25-00293cd8c078,GEOLOGICAL JOURNAL,0072-1050,1099-1034,John Wiley & Sons,Geology,10.8,0.512,0.752,active
49f1e942-50ea-40fb-990b-0d04dc7b76af,INDUSTRIAL RELATIONS,0019-8676,1468-232X,John Wiley & Sons,Industrial Relations,5.3,1.521,1.909,active
c53a9e3e-8437-4b24-a5db-69701b20707c,JOURNAL OF THE FACULTY OF AGRICULTURE KYUSHU UNIVERSITY,0023-6152,,"Kyushu University, Faculty of Science",,0.6,0.138,0.207,inactive
ca8a9e0c-a62d-4fd6-9c03-2561d8363eb3,WATER QUALITY RESEARCH JOURNAL OF CANADA,1201-3080,1201-3080,IWA Publishing,,1.7,0.339,,inactive
c0f932e2-afcf-4ad7-a89d-6563ade33c7b,AVIAN PATHOLOGY,0307-9457,1465-3338,Taylor & Francis,Animal Science and Zoology,4.8,0.638,1.104,active
a37a7856-f396-4927-be35-6343affd2ca9,ANNUAL REVIEW OF LINGUISTICS,2333-9691,2333-9691,Annual Reviews Inc.,Language and Linguistics,10.6,1.824,4.138,active
e019ca22-c86d-4f84-a23b-c214fa5f3aa6,ATMOSPHERIC ENVIRONMENT,1352-2310,1873-2844,Elsevier,Atmospheric Science,7.4,1.252,1.065,active
a128e4bc-35a6-42cc-b1b9-1337e169d4b2,ADVANCED QUANTUM TECHNOLOGIES,,2511-9044,John Wiley & Sons,Mathematical Physics,5.6,0.822,1.081,active
3919b896-5df7-4553-9bfd-44e444b5fa7a,CURRENT NEUROLOGY AND NEUROSCIENCE REPORTS,1528-4042,1534-6293,Springer Nature,Neurology (clinical),10.5,1.994,2.405,active
66e0cbb5-c6bb-4bb0-9bf2-d42133c80f7d,DUKE MATHEMATICAL JOURNAL,0012-7094,1547-7398,Duke University Press,General Mathematics,4.4,4.507,2.469,active
02e32472-5f22-4c79-9f75-895300496402,INORGANIC CHEMISTRY FRONTIERS,2052-1553,2052-1553,Royal Society of Chemistry,Inorganic Chemistry,10.8,1.103,0.856,active
1420d3b2-c5ed-459b-84a6-a9aba87c2057,MATERIALS SCIENCE AND ENGINEERING A-STRUCTURAL MATERIALS PROPERTIES MICROSTRUCTURE AND PROCESSING,0921-5093,1873-4936,Elsevier,Mechanical Engineering,13.4,1.83,1.949,active
5ef24da4-2d7f-4e10-9d69-3a88daa71331,MOLECULAR CELL,1097-2765,1097-4164,Elsevier,Molecular Biology,27.0,10.67,3.353,active
95b23c71-1933-4d5e-96ff-e331368e9c14,QUATERNARY SCIENCE REVIEWS,0277-3791,1873-457X,Elsevier,Archeology (arts and humanities),6.0,1.36,1.365,active
cff84f33-d911-4867-9d93-78514c188250,THEORY AND SOCIETY,0304-2421,1573-7853,Springer Nature,History,3.3,0.725,1.499,active
399bfa17-d3fc-40f1-a45f-5c84a7bf533b,INTERNATIONAL JOURNAL OF PRESSURE VESSELS AND PIPING,0308-0161,1879-3541,Elsevier,Mechanical Engineering,6.6,0.743,1.418,active
91b1a6d4-f8fa-4d0c-b3d6-bd64f476e141,INTERNATIONAL JOURNAL OF METHODS IN PSYCHIATRIC RESEARCH,1049-8931,1557-0657,John Wiley & Sons,Psychiatry and Mental Health,5.3,1.316,1.297,active
0efdc752-40f7-47a4-a407-1d99b7053f9e,MOLECULAR CARCINOGENESIS,0899-1987,1098-2744,John Wiley & Sons,Cancer Research,5.6,1.048,0.655,active
5717a572-ef8c-4040-93a5-a733b56269e1,REMOTE SENSING IN ECOLOGY AND CONSERVATION,,2056-3485,John Wiley & Sons,"Ecology, Evolution, Behavior and Systematics",11.1,1.574,1.746,active
6df6e667-3ea1-4fc8-9473-6373ffd369b9,REGULATION & GOVERNANCE,1748-5983,1748-5991,John Wiley & Sons,Law,10.6,1.536,2.253,active
a1405128-7ed6-48e8-8838-148df93217db,TOPICS IN EARLY CHILDHOOD SPECIAL EDUCATION,0271-1214,1538-4845,SAGE,Education,5.4,0.802,1.708,active
9d15da59-f204-4039-95b9-3707573c792d,AUSTRALIAN AND NEW ZEALAND JOURNAL OF FAMILY THERAPY,0814-723X,1467-8438,John Wiley and Sons Inc,Sociology and Political Science,1.3,0.238,0.418,active
5674180c-8285-4887-98f8-f772cb5e6257,INTERNATIONAL JOURNAL OF CHEMICAL ENGINEERING,1687-806X,1687-8078,John Wiley & Sons,General Chemical Engineering,7.4,0.657,1.164,active
870ef3f6-7cce-45d8-982d-0f1c95853790,INFANT MENTAL HEALTH JOURNAL,0163-9641,1097-0355,John Wiley & Sons,"Pediatrics, Perinatology and Child Health",4.7,0.951,1.125,active
